resume_text,true_label,predicted_label
consultant accomplished result driven marketing sale manager professional extensive new business development branding customer relation account people management training development new emerging traditional medium leverage practical strong communication working well level organization possesses proven track record turning underperforming business unit profit center creative thinker reliable producer drive strategic initiative conceptualization implementation highlight business turnaround b b b c expertise consistently executes objective account management supervisory management excellent presentation project management analytical ensure successful strategy social medium nimble highly creative visionary capability consultant number number current founded company earned profit quickly cold calling client following bringing new idea new emerging medium mix e g social medium online marketing campaign handled coordination day day company operation people management training strategic planning marketing strategy development local regional major account management development implementation specialized marketing program strategy budgeting vendor procurement client relation stayed abreast marketing advertising trend negotiated medium buying saving client money e g saved one client number number maximized client financial investment developed implemented strong online strategy including social medium mixed traditional medium client marketing effort earned client loyalty increased revenue number created award winning website commercial print design packaging developed series national public service announcement garnering massive medium attention additional time warner cable medium sale chatsworth california television advertising account manager number number hired new expand local regional business learned executed television medium advertising logistics scratch transformed zero billing billing exceeded performance representative less one year generated client cold calling effort educating prospect value ease television advertising oversaw production worked managed producer client earned confidence client defining strategy ensure proper budget management setting expectation well researching collecting demographic information ad campaign los angeles daily news los angeles california advertising account manager number number sold newspaper advertisement local account cold calling effort tripled revenue underperforming territory first year promoted second underperforming territory quadrupled revenue local business handled number account daily met hourly deadline made presentation client created special section insert paper creative selling effort participated layout ad copy reviewing proof client managing production art staff training sale rep planned advertising campaign client daily pilot costa mesa california advertising account manager number number sold newspaper advertisement local regional account cold calling effort increased billing number three month handled number account daily met hourly deadline made presentation client created special section insert paper creative selling effort convinced agency national advertiser advertise small local newspaper recognized consistent top performer broke sale record served president public speaking organization ambassador costa mesa chamber commerce south county news mission viejo california account executive number number entrusted growing challenging account several month company turned profit center created section sell generated new revenue affiliation woman cable telecommunication wict los angeles california president southern california chapter number number managed number level entertainment executive local chapter board director assigning delegating responsibility executed several event aligned organization mission statement develop woman leader transform industry raised money chapter host event number member developed comprehensive package sponsorship opportunity demonstrated great cost saving sponsor securing fund run chapter tripled membership secured high value creative sponsorship met exceeded objective required national association vice president southern california chapter number assisted president running chapter securing sponsorship dollar helped create launch formal mentoring program served formal mentor secured fund sponsorship sold large corporation including disney abc time warner sponsorship chair southern california chapter number number formalized structure sponsorship assigned team raise money secured fund event b marketing number vanguard university professional development public speaking toastmaster international networkers costa mesa chamber commerce advertising vanguard university publication manire speak current ongoing blog woman cable telecommunication wict multichannel news number university public perception study commissioned vanguard university number computer microsoft office excel word,CONSULTANT,PUBLIC-RELATIONS
division operation risk oversight manager risk mangement leader visionary operation executive solid managing level multiple project including budgeting administration professional division operation risk oversight manager number number number number successfully planned built new business model operation team successfully streamlining internal process mitigating operational financial risk developed third party risk management oversight platform consisting management awareness testing exercise provided oversight divisional monthly financial management requirement oversight budget administration e vendor accrual invoice sampling payment reconciliation purchase order fulfillment provided oversight administration divisional operational change management tool pbf orr provided oversight vendor sow harmonization operational risk prevention provided oversight governance divisional procedure document regularly provided operational strategic planning support number director co vp operation risk oversight manager number number number number planned built new business team division provided oversight foreclosure prevention outreach fp post mod counseling monthly financial management e vendor accrual invoice sampling payment reconciliation purchase order fulfillment requirement quality assurance responsibility departmental spoc risk oversight awareness remediation developed divisional change management tool pbf orr developed vendor sow harmonization platform provided oversight governance divisional procedure document regularly provided strategic planning operational insight support number director vp vendor compliance manager number number number number regularly reported departmental director partnered key internal stakeholder developed fpo post modification counseling vendor quality assurance program developed managed fpo post modification counseling vendor invoicing platform managed completed foreclosure prevention outreach fp post mod counseling monthly financial management requirement e vendor accrual invoice sampling payment reconciliation purchase order fulfillment conducted onsite fpo post modification counseling non profit profit vendor compliance qa audit regularly provided strategic planning operational insight support number director bpo vendor manager number number number number regularly reported departmental director executive director partnered key internal external stakeholder performed vendor onsite audit qa hr ops risk including domestic international managed vendor performance slas kpis including forecasting actuals communicated existing emerging operational risk leadership procurement project managed remediation effort provided operational insight development extension vendor sow managed operational executive vendor relation acted first line defense vendor incident management managed direct reporting management level analyst number bpo vendor relationship network operation manager number number number number regularly reported departmental director met exceeded kpis slas provided oversight fios network provisioning order fulfillment provided oversight network outage management including stakeholder communication managed first second step labor union grievance hearing managed internal external inbound network support call center number hourly union workforce management level direct report network operation supervisor number number number number met exceeded national network provisioning order fulfillment performance metric supported fios sale channel regional operation provisioning fallout facility assignment participated fios cross functional team network provisioning system enhancement managed planned unplanned network outage effectively managed labor union relationship regularly reported team manager department director network operation specialist number number number number performed root cause analysis monitored completion remediation plan business owner provided fios quality assurance data call calibration manager director performed associate level ticket audit quality observation fios provisioning repair maintenance collaborated national regional operation team development fios provisioning process procedure facilitated associate level fios provisioning training regularly reported team manager department director number villanova university certificate number bachelor art applied science baa university north texas applied technology performance improvement gpa cum laude cum laude applied technology performance improvement number certificate computer network technology associate cnta southern university number associate science southern university computer science computer science associate general study mathematics mathematics accrual budget call center change management counseling financial financial management forecasting functional hr invoicing leadership director mod network support network process procurement profit project management quality quality assurance qa reporting risk management sale strategic planning vendor relation,BPO,BANKING
network security engineer professional overall number year network security engineering includes strong hand palo alto firewall cisco asa firewall check point firewall along comprehensive working knowledge load balancer wireless networking vmware data center management area expertise include designing manageable network threat prevention management routing switching troubleshooting network performance issue documentation overall number year network security engineering includes strong hand palo alto firewall cisco asa firewall check point firewall along comprehensive working knowledge load balancer wireless networking vmware data center management area expertise include designing manageable network threat prevention management routing switching troubleshooting network performance issue documentation eigrp ospf bgp route redistribution acls policy based routing nat pat switching hsrp vrrp glbp vlans vtp link aggregation lacp pagp stp pvst firewall palo alto cisco asa check point router cisco router number number catalyst number nexus number asr number asr number switch cisco switch nexus number series number series catalyst number series number series security concept app id user id wildfire globalprotect url filtering blue coat proxy pki ssl decryption ike ipsec hip check site site vpns load balancer f big ip ltm gtm citrix netscaler wireless networking cisco meraki aruba clear pas cisco wlan wireless aps number x b g n ac software application panorama cisco io nx o smart dash board vmware tool splunk solar wind sevone wireshark m visio lucid chart bmc remedy routing eigrp ospf bgp route redistribution acls policy based routing nat pat switching hsrp vrrp glbp vlans vtp link aggregation lacp pagp stp pvst risk management process analysis firewall palo alto cisco asa check point router cisco router number number catalyst number nexus number asr number asr number switch cisco switch nexus number series number series catalyst number series number series security concept app id user id wildfire globalprotect url filtering blue coat proxy pki ssl decryption ike ipsec hip check site site vpns load balancer f big ip ltm gtm citrix netscaler wireless networking cisco meraki aruba clear pas cisco wlan wireless aps number x b g n ac software application panorama cisco io nx o smart dash board vmware tool splunk solar wind sevone wireshark m visio lucid chart bmc remedy work history network security engineer number number current worked layer switching vlans trunking technology spanning tree protocol worked cisco switch router including physical cabling ip addressing wide area network configuration performed troubleshooting tcp ip related problem connectivity issue performed troubleshooting resolved layer layer issue established network specification conferring user analysing work flow access information designing router administration interface configuration routing protocol established redundancy network evaluating network performance issue including availability utilization throughput latency created network diagram documentation design using documentation tool like m visio maintained network performance network monitoring analysis performance tuning escalating support vendor network security engineer number number number number network engineer number number number number network engineer number number number number master degree computer science wright university computer science bachelor degree electronics communication jntu electronics communication ad ad anti virus antivirus aps basic bgp cabling cli cisco number cisco number cisco io cisco cisco router citrix content encryption client decryption designing dhcp disaster recovery documentation eigrp engineering support ethernet event management fast feature firewall firewall frame relay ftp gateway gateway gui id inspection ip lan logging loss prevention mac managing access mail migration enterprise nac network access control nac network administration network server network networking network next o optimization ospf pci policy policy analysis protocol proxy requirement router router routing server snmp ssl switch cisco switch tcp ip technical support technical assistance technical documentation troubleshoot troubleshooting upgrade upgrading view vpn visio vm web server wide area network wan wireless lan,ARTS,INFORMATION-TECHNOLOGY
sale associate highlight computer proficiency client relation sale associate october number current responsibility assist store management merchandising store accordance company directed standard supervise sale staff generate sale effective sale technique approved customer service practice maintain current knowledge product apply servicing customer sell merchandise assist store manager assistant manager ensure store school inventory account ready supervise staff absence store manager assistant manage assist training sale staff company policy procedure particular selling technique ensure staff well versed company directed customer service practice comply company directed policy procedure relate store operation receiving merchandise store opening closing cash register transaction daily cash reconciliation inventory control maintain security store understand operation store security system used participated various incentive program contest designed support achievement production goal worked independently part team achieve numerous objective described use operation merchandise customer received processed cash credit payment store purchase opened closed store including counting cash opening closing cash register creating staff assignment used po system accurately take order receive payment sale associate march number february number responsibility assist store management merchandising store accordance company directed standard supervise sale staff generate sale effective sale technique approved customer service practice maintain current knowledge product apply servicing customer sell merchandise assist store manager assistant manager ensure store school inventory account ready supervise staff absence store manager assistant manage assist training sale staff company policy procedure particular selling technique ensure staff well versed company directed customer service practice comply company directed policy procedure relate store operation receiving merchandise store opening closing cash register transaction daily cash reconciliation inventory control maintain security store understand operation store security system used participated various incentive program contest designed support achievement production goal worked independently part team achieve numerous objective described use operation merchandise customer received processed cash credit payment store purchase opened closed store including counting cash opening closing cash register creating staff assignment used po system accurately take order receive payment team member cashier february number december number responsibility participated various incentive program contest designed support achievement production goal worked independently part team achieve numerous objective described use operation merchandise customer received processed cash credit payment store purchase opened closed store including counting cash opening closing cash register creating staff assignment used po system accurately take order receive payment used assist store management merchandising store accordance company directed standard supervise sale staff generate sale effective sale technique approved customer service practice maintain current knowledge product apply servicing customer sell merchandise assist store manager assistant manager ensure store school inventory account ready supervise staff absence store manager assistant manage assist training sale staff company policy procedure particular selling technique ensure staff well versed company directed customer service practice comply company directed policy procedure relate store operation receiving merchandise store opening closing cash register transaction daily cash reconciliation inventory control maintain security store understand operation store security system administrative assistant receptionist august number january number responsibility drafted meeting agenda supplied advance material executed follow meeting team conference managed receptionist area including greeting visitor responding telephone person request information designed electronic file system maintained electronic paper file maintained front desk reception area neat organized fashion received screened high volume internal external communication including email mail used mathematical aptitude customer service oriented m office proficient po system exceptional customer service cash handling accuracy excel spreadsheet excellent communication understands grammar flexible schedule ba communication number university phoenix u ba communication marketing sale university phoenix phoenix az number number professional affiliation team member cashier presentation team conference sale marketing sale cash customer service point sale po po system receptionist retail sale cash register closing credit effective sale generate sale incentive program inventory inventory,SALES,APPAREL
loan assistant commercial construction real estate small business loan obtain banking lending field emphasis customer service provide added value company client time seeking challenge gain knowledge career number year customer service number year commercial real estate lending number year working distressed workout loan number year sba loan motivated self starter strong organization communication customer service highlight microsoft window excel word outlook alchemy loan file database file loan file program fidelity ability grow adapt fast paced environment excellent verbal written communication strong leadership organizational effective time management multi task capability number number current loan assistant commercial construction real estate small business loan primary point customer throughout loan closing process prepare proposal letter checklist borrower approved new loan collect manage necessary due diligence order appraisal environmental phase report related loan work closely documentation disbursement team review loan document prepare closing package borrower work closely title company title engagement request review closing manage operation procedure process payoff release tax payment title lien etc input manage track update tickler pipeline loan file management tracking loan file documentation process adverse action file denied withdrawn paperwork pipeline process material change form loan extension downgrade number number number number loan assistant loan workout portfolio maintenance security sale real estate property obtained foreclosure managing expense invoice oreo property loan file management payoff release tickler due diligence tax title tracking loan file documentation workout activity including limited foreclosure deed lieu short sale work directly attorney throughout foreclosure process process loan payment number number number number assistant vice president lending assistant special credit work directly fdic resolve distressed commercial real estate loan workout activity involving collateral collection repossession sale oreo property liquidation order necessary report condition title preparation pre litigation analysis preparation pre litigation referral analysis preparation asset management case associated documentation number number number number assistant vice president commercial real estate lending assistant served primary relationship commercial real estate loan customer assist loan proposal preparation complete due diligence approved commercial real estate loan work directly auditor internal external quarterly house annual audit monitor commercial real estate loan ensure compliance contract term condition assist oversee preparation loan document worked directly assist loan officer special project assigned number number number number commercial real estate administrative assistant customer service liaison loan officer customer preparation loan documentation including closing funding loan proceeds calculation loan amount set new loan worksheet loan payment quoted loan payoff received processed incoming loan payment set loan file including tickler loan file management number number number number store area manager customer service developed implemented managed program achieve retail objective regarding sale revenue expense inventory control customer service trained supervised motivated evaluated staff number number employee facilitated individual goal setting conducted performance evaluation number number number number store manager developed implemented managed program achieve retail objective regarding sale revenue expense inventory control customer service directed recruitment retention staff trained supervised motivated evaluated staff number number employee facilitated individual goal setting conducted performance evaluation coached sale team ensure sale quota achieved number certificate successful completion nursing assistant program nur anatomy physiology psychology paradise valley community college anatomy physiology psychology number certificate fashion display coordination business accounting marketing saddleback community college business accounting marketing number diploma laguna hill high school number successful completion financial analyst tax analysis preparation course asset management attorney closing excellent customer service customer service data entry database documentation due diligence fashion fast file management financial analyst form goal setting inventory control leadership litigation loan documentation managing excel outlook window word nursing organizational proposal proposal preparation real estate recruitment retail sale tax tax time management written communication,CONSTRUCTION,BANKING
hr specialist career overview dedicated service representative professional motivated maintain customer satisfaction contribute company success core strength excel data entry system outlook microsoft system amisys access able master process apply new concept quickly customer service expert telephone inquiry specialist courteous demeanor accomplishment customer assistance worked company system live support diligently completed assigned task working overtime needed customer service researched calmed rapidly resolved client conflict prevent loss key account hr specialist number number current health insurance benefit specialist administrative xerox corporation xerox leader bpo outsourcing across variety industry public sector thousand company rely xerox help improve process manage client operation focus core business duty provide administrative support function relating personnel retirement benefit special project specific responsibility assist participant question regarding medicare medicaid question eligibility specific guideline qualify medicare medicaid explain health insurance coverage primary doctor specialist hospital treatment covered medical insurance medicare medicaid cover explain change insurance choice keep date change health insurance coverage process change processing calculating retiree pension educate participant retirement plan benefit handle inbound outbound call team handle administrative task associated call work special project including correction payment setup tax form r request process commencement retiree package process pension calculation educate retiree different payment option offered answer question regarding health insurance offered retiree type coverage entitled provide support supervisor team meeting preparing issue concern discussed take minute meeting significant achievement received certificate excellent award self development going beyond call duty skilled conducting interview hiring process mentored team member phone etiquette score high quality monitoring worked administrative assistant number number million international consumer bank operating number continent member claim representative number number number number provided support bilingual unit supervisor absence provided assistance guidance new bilingual hired performed activity designed establish maintain positive productive relation amerigroup network provider specific responsibility facilitated care coordination member critical care need medicaid population worked special project assigned director customer service department project included providing administrative support vice president assistant vice president outbound director inbound director absence vacation secretary assisting following executive secretary assistant number number number number amerigroup corporation reporting call center director executive vp gm performing advanced diversified confidential secretarial administrative duty requiring broad comprehensive knowledge organization policy practice primary duty included limited write route confidential correspondence screened handled distributes incoming phone call complaint maintained confidential correspondence general file order supply coordinated travel plan prepared submitted expense report compiled distributed meeting minute collates assembles material make arrangement meeting presentation prepared form reviewed documentation conformance internal policy procedure utilized various software package spreadsheet word processing data base internet prepare presentation document researched verified prepared report created maintained database coached new hire handling supervisor escalated call provided assistance escalated line followed resolved member concern complaint order maintain member satisfaction claim provider representative responsibility included responding inquiry provider network well network handled issue related member benefit claim resolution appeal status administrative secretary number number number number signature group market leader signature group number million direct marketing company serving many recognized customer service company america acquired equity interest consumer car club leading provider vehicle buying ownership product service since number duty managed project prepared various report planned arranged conference call scheduled meeting training class arranged travel accommodation manager also performed general clerical task specific responsibility provided administrative support center manager inbound unit various customer service team supervision well training department provided administrative support center manager outbound unit human resource dept managed incoming correspondence scheduled conference made travel arrangement prepared training material used class filing ordered supply processed invoice prepared expense report receipt managed attendance vacation schedule personnel record maintaining extreme confidentiality performed telephone interview bilingual candidate executive complaint professional number number number number served consumer advocate chief,HR,ADVOCATE
sale consultant talented sale professional effectively multi task balance customer need company demand efficiently build loyalty long term relationship customer consistently reaching sale target accomplishment golden eagle award winner number golden eagle award winner awarded service star award providing excellent customer service trained business development proven sale track record accomplished relationship selling adept closing sale m office proficiency iowa territory specialist north american monthly sale mvp sale consultant november number current proactively manages day day activity supervision team customer service representative targeted result customer retention route sale r collection answered customer question regarding product price availability responded customer inquiry timely manner collaborated member department complete sale transaction number golden eagle award winner march number north america sale mvp number time k club member proactively sought new customer secured new sale company expanded market share converting prospective client new customer providing solution business need efficiently prospected landed new customer securing strong presence company within assigned area operation supervisor november number april number delighted customer offering simple yet superior level personalized professional service ensured inviting environment customer fellow team member maintaining neat clean store exemplified clean stock store priority maintained proper procedure cash handling back end processing merchandise led store shrink safety awareness program advised store team leader unusual activity unsafe practice directed associate participated setting store planograms validated store merchandising standard including data integrity maintained time monitored operational report identify opportunity improved execution implementation communication consultant february number june number provided immediate supervision group employee assigning task checking work periodic interval maintaining schedule possessed enthusiasm necessary motivate dedicated sale team meet exceed sale maintaining competitive fun work environment operation sprint nextel retail store familiar aspect wireless retail including hiring scheduling training marketing loss prevention team leadership keeping date local competitor service primary point employee retail store well customer requiring extra attention achieve sale goal led team inside sale outside event outbound marketing developed team approach problem solving encouraged personal development employee led example responsibility also included ensuring employee trained date feature operation equipment accessory worked member management team high traffic retail environment created outbound sale marketing presentation prospective business client awarded service star award providing excellent customer service performed opening closing retail duty including reconciliation cash till bachelor marketing university nebraska u bachelor degree marketing may number university nebraska lincoln nebraska b b marketing b b marketing professional affiliation number time k club presentation created outbound sale marketing presentation prospective business client sale award client marketing market share model view presenter mvp new sale sale consultant sale solution retail retail marketing operation cash exceed inside sale loss prevention problem solving sale goal sale team scheduling training wireless wireless retail marketing closing customer service receptionist reconciliation retail sale sale r collection customer inquiry route sale service center business development closing sale monthly sale m office sale professional sale target territory back end cash handling data integrity merchandising,APPAREL,SALES
conservation technician maintenance build career local community improve biological science field microsoft word document excel spreadsheet power point presentation experienced arc geographic information system number number number number conservation technician maintenance worked previously retail environment tend fast paced high energy work requiring close attention detail able lift heavy load standing long period time responding customer friendly positive attitude previously employed head cashier home depot number located frederick maryland primary responsibility ensure customer need met checkout return special service department prodesk register train coach new existing cashier also creating editing schedule accommodate need sale flow acquired multi tasking customer service management previous employment opportunity directly applicable conservation technician opening closing procedure park regular upkeep park building structure roadway picnic camping area primary goal requires array knowledgeable area carpentry plumbing masonry heavy equipment operation general mechanic number number number number conservation technician maintenance conversation technician opening closing procedure park regular upkeep park building structure assisting staff summer program park visitor event goal requires technician exposed severe weather condition operate heavy equipment operate vehicle knowledgeable area plumbing electrical hand power tool wood cutting requires employee regularly maintain service equipment number number number number field technician larvicider technician record site survey assessment performs quality check biological control agent application technician collect record process data pertaining environment pesticide concentration including targeted non targeted specie indigenous treatment area technician use department motor vehicle safe manner public roadway within time training may number bachelor science shepherd university completed summer capstone research project totaling number hour logged work team building outdoor program claude e kitchen fairview outdoor school blair valley wildlife management area western maryland department natural resource field office located clear spring maryland number number robinwood drive hagerstown md number hagerstown community college associate science interest strong work ethic positive attitude recipient retail monthly recognition numerous time eagle scout award highest honor boy scout america excellent youth young adult leadership guide frequently performs community volunteer work american red cross chesapeake bay foundation attention detail carpentry cashier closing coach customer service editing equipment operation fast information system team building management masonry mechanic excel spreadsheet office power point microsoft word multi tasking natural resource plumbing power tool presentation process quality research retail sale technician additional information strong work ethic positive attitude recipient retail monthly recognition numerous time eagle scout award highest honor boy scout america excellent youth young adult leadership guide frequently performs community volunteer work american red cross chesapeake bay foundation,AGRICULTURE,FITNESS
client advocate ii accomplishment earned workgroup electronic data interchange wedi award merit number year row educating health care industry electronic claim attachment affiliation health level seven standard developing organization knowledge v message fast healthcare interoperable resource fhir meaningful use electronic health record standard consolidate clinical document architecture motivated business analyst technical expertise business acumen necessary translate business requirement objective scalable highly resilient successful system solution data analysis business artifact documentation strategic planning business development team player workflow analysis product launch brand management m project sql database risk mitigation management data mapping service oriented architecture release planning collaboration tool test case scenario requirement gathering gap analysis number number number number client advocate ii suppcraig gabron craig gabron orted bluecross blueshield south carolina tricare military health insurance line business functioning analyst role required ability work matrix environment across cross functional team ability produce result highly dynamic formative environment duty responsibility included documented business process analyzed procedure see would meet changing business need assessed impact current business process user stakeholder conducted interview key business user collect information business process user requirement identified process inefficiency gap analysis increased annual revenue number recommending improvement efficiency routine pricing update performed tricare bench marking analysis identified saving opportunity potential product enhancement researched resolved issue regarding extracting data clinical ehr hedis measure calculation two hedis measure colorectal cancer screening col controlling blood pressure cbp implemented user acceptance testing focus documenting defect executing test case using hp application lifecycle management tool managed testing cycle including test plan creation development sql script co ordination user acceptance testing number number number number client advocate ii managed relationship health net bluecross operation bluecross information system application area ten direct report optimized managed research development spending collaboration key business leader trained four new employee accounting principle company procedure created periodic report comparing budgeted cost actual cost suggested budgetary change increase company profit provided timely actuals forecast budget data corporate management worked management project level ensure expense plan achieved number number number number manager information system managed relationship cable wireless communication london england installation telecom billing system leading team number analyst programmer analysis design coding international telecommunication commercial billing software gathered detailed use case requirement regular site visit virtual meeting customer advisory board session translated business goal feature concept customer need prioritized product requirement use case collaborated sale marketing support team launch product time within budget coached mentored twelve new staff member including conducting performance review led communication stakeholder regarding product goal progress made tested implemented new technology based global project international telephone billing system created innovative intuitive product feature packetize billing system training number bachelor science health physical computer science information technology computer science slippery rock university pennsylvania northampton community college health physical computer science information technology magna cum laude computer science number computer science computer science billing system blood pressure brand management business development business process cancer data analysis sale sql telecommunication telecom,ADVOCATE,INFORMATION-TECHNOLOGY
substitute teacher seeking administrative professional allow make immediate contribution integral part progressive company require apply knowledge assist company accomplishment goal develop excellent work environment extensive background hr generalist affair including recruitment retention staff development mediation conflict resolution benefit compensation highly knowledgeable hr policy development legal compliance ability balance book handle finance manner effectively developed team building program including writing personal manual corporate policy description management report bilingual fluent spanish english substitute teacher december number may number prepare classwork based lesson plan established primary teacher demonstrate versatility method instruction understanding lesson development plan demonstrate understanding adopting school cultural practice observing teacher adapting quickly work environment ability manage time teacher student within adopting school schedule frequently substituted teacher esl esol spanish elementary level special class managed selected paraprofessional student special need genesis tcm corp orlando fl human resource manager january number july number prepared handled assignment employee establishing conducting orientation training program maintained work structure updating requirement description position created updated comprehensive employee recruiting strategy supplement staffing attract talented candidate audited workplace ensured employee management policy procedure followed controlling cost ensuring exceed budget updated key human resource metric including turnover termination using reporting tool hrms database store manager december number july number managed administered entire store included human resource payroll budget planning educated advised employee group health plan voluntary benefit number k retirement plan fmla fsa pto hipaa work compensation benefit interviewing new employee facilitated new hire orientation direct personnel training labor relation activity identifying vacancy post open screen match open position background reference check providing leadership management coaching monitoring direction employee achieve target maintaining personal file employee updated keep tracking record attendance responding letter email general correspondence providing clerical administrative support staff human resource department handling employee full final settlement exit interview process preparing developing loss prevention meeting special assignment xthepanie club restaurant san juan pr general manager partner may number january number daily operation restructuring task throughout day assisting day day hr related question provided leadership direction new strategy process staff hand operational management recruited hired trained retained high quality select employee developed new strategy control inventory reduce inventory shortage planned special event party accordance company policy client need coordinated meeting new client vendor ensure daily task schedule managed set operating budget followed daily operating number real estate institute trei sale associate frec number pre licensing sep number number b b management may number university turabo ut suagm management b journalism may number universidad del sagrado coraz n usc journalism type personal name type personal name administrative support benefit budget planning budget budget clerical coaching client client database direction special event fsa human resource hr instruction inventory labor relation leadership lesson plan letter loss prevention meeting payroll personnel policy pr quality recruiting reporting sale san spanish staffing teacher type,APPAREL,HR
digital project manager highlight html cs m office magento simparel active collab visuality pro familiar google analytics photoshop axure ftp system managed integration kwi blue cherry avalara smart focus exact target quiet logistics bergen logistics pay pal authorize net international checkout digital project manager number number current liaison creative marketing studio e commerce division reporting directly studio director route creative asset tommy com including bi weekly site refreshes blog post global campaign initiative serve main point creative team third party agency internal department special site project paid digital advertising project well request wholesale company store manage day day priority team designer house developer established efficient work flow process spearheading alignment u global creative team e commerce project manager number number number number managed day day business functional technical enhancement e commerce platform multiple fashion brand spanning product management third party integration spearheaded project work cross functionally designer developer third party agency drive innovation best practice meeting business goal time budget operational responsibility included product uploads product merchandising content management generating analyzing report interacting logistics fulfillment center well third party vendor managed site build redesigns added functionality feature liaised client designer developer project ensure project requirement goal thoroughly accurately translated party spearheaded multiple integration erp po system payment gateway email service provider tax compliance vendor worked closely marketing design team help create asset content marketing campaign headed client meeting coordinate multiple task project deadline using project tracking tool adjust schedule based new inquiry fluctuating need account executive number number number number developed implemented business strategy new dress brand reporting directly president held specialty account business grew account base number one year generating number number additional sale operational logistical responsibility company including order management coordinating finance team communicating delivery change account merchandised delivery design team provided design direction based sale analysis represented brand regional market managed regional rep dallas atlanta la vega nyc account executive number number number number managed specialty store business annual volume number number million reporting directly president sale ceo grew account base number generating number number additional sale yearly consistently exceeded seasonal goal number number contributed number million european private label sale analyzed sale plan year year reporting feedback president sale creative director ceo represented company trade show regional market nyc la vega dallas consistently exceeded show goal number number presented new collection best seller private label buyer selected print fabric match storyboards communicated need fabric research development team well print design team ensure maximized possibility sale success sale associate number number number number assisted marketing selling internal operation across portfolio licensed private label eyewear brand including david yurman cole haan betsey johnson leiber eyewear cache ann taylor opened number new specialty account resulting number number additional sale general assembly front end web development university kentucky bba marketing fashion merchandising marist college marketing fashion merchandising net photoshop advertising budget bi business strategy com content content management creative director cs client client delivery direction e commerce email erp fashion feature finance focus ftp functional gateway google analytics html innovation logistics director marketing meeting merchandising m office developer order management pal po print design process product management reporting research selling sale sale analysis tax compliance trade show web development,DIGITAL-MEDIA,APPAREL
